Player,Team,League,Pivot_Master,Maestro,Box_to_Box,Age,Nationality,Height,Foot,Market Value,Contract Until,Position,Annual Salary,Release Clause,Diez,Space_Invader,Key_Passer,Creative_Winger,Falso_Nueve,Aerial_Dominator,Lethal_Striker,Valverde_Score
Warren Bondo,Milan,Serie_A,30.0,30.0,30.0,21.0,"France, DR Congo","1,77m",right,€10.000.000,"Jun 30, 2029",Central Midfield,€1.920.000.00,€0,,,,,,,,30.0
Kevin Zeroli,Milan,Serie_A,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Reda Khadra,Reims,Ligue_1,30.0,30.0,30.0,23.0,Germany,"1,75m",right,€2.500.000,"Jun 30, 2027",Attacking Midfield,€700.000.00,€0,,,,,,,,30.0
Gabriel Moscardo,Reims,Ligue_1,30.0,30.0,30.0,19.0,Brazil,"1,85m",right,€10.000.000,"Jun 30, 2025",Defensive Midfield,€900.000.00,€0,,,,,,,,30.0
Ismaïl Bouneb,Le_Havre,Ligue_1,30.0,30.0,30.0,18.0,"France, Algeria","1,82m",right,€0,"Jun 30, 2028",Attacking Midfield,€80.000.00,€0,,,,,,,,30.0
Hugo Cuenca,Milan,Serie_A,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Rabby Nzingoula,Strasbourg,Ligue_1,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Tidiane Diallo,Strasbourg,Ligue_1,30.0,30.0,30.0,18.0,"France, Senegal","1,76m",right,€0,"Jun 30, 2027",Attacking Midfield,€120.000.00,€0,,,,,,,,30.0
Junior Mwanga,Strasbourg,Ligue_1,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Alessio Iovine,Como,Serie_A,30.0,30.0,30.0,34.0,Italy,"1,74m",right,€0,-,Right Midfield,€150.000.00,€0,,,,,,,,30.0
Ben Viadere,Auxerre,Ligue_1,30.0,30.0,30.0,19.0,"France, Réunion","1,76m",right,€0,"Jun 30, 2026",Attacking Midfield,€100.000.00,€0,,,,,,,,30.0
Matthias Braunöder,Como,Serie_A,30.0,30.0,30.0,23.0,Austria,"1,74m",right,€1.600.000,"Jun 30, 2027",Central Midfield,€460.000.00,€0,,,,,,,,30.0
Dele Alli,Como,Serie_A,30.0,30.0,30.0,29.0,"England, Nigeria","1,88m",right,€3.500.000,"Jun 30, 2026",Attacking Midfield,€5.560.000.00,€0,,,,,,,,30.0
Morgan Sanson,Nice,Ligue_1,30.0,30.0,30.0,30.0,France,"1,80m",right,€5.000.000,"Jun 30, 2027",Central Midfield,€2.600.000.00,€0,,,,,,,,30.0
Giuseppe Mazzaglia,Como,Serie_A,30.0,30.0,30.0,19.0,Italy,"1,80m",right,€0,"Jun 30, 2027",Central Midfield,€170.000.00,€0,,,,,,,,30.0
Samuele Vignato,Monza,Serie_A,30.0,30.0,30.0,21.0,"Italy, Brazil","1,72m",right,€3.500.000,"Jun 30, 2025",Attacking Midfield,€170.000.00,€0,,,,,,,,30.0
Florian Neuhaus,Monchengladbach,Bundesliga,30.0,30.0,30.0,28.0,Germany,"1,85m",right,€3.500.000,"Jun 30, 2027",Central Midfield,€4.000.000.00,€0,,,,,,,,30.0
Taha Habroune,Columbus_Crew,MLS,30.0,30.0,30.0,19.0,"United States, Morocco","1,82m",right,€0,"Dec 31, 2027",Central Midfield,€63.024.00,€0,,,,,,,,30.0
Stanis Idumbo,Sevilla,La_Liga,30.0,30.0,30.0,19.0,"Belgium, DR Congo","1,71m",right,€2.500.000,"Jun 30, 2028",Attacking Midfield,€420.000.00,€0,,,,,,,,30.0
Peio Canales,Athletic_Club,La_Liga,30.0,30.0,30.0,20.0,Spain,"1,75m",right,€0,"Jun 30, 2027",Attacking Midfield,,,,,,,,,,30.0
Harvey Elliott,Liverpool,EPL,30.0,30.0,30.0,22.0,England,"1,70m",left,€35.000.000,"Jun 30, 2027",Central Midfield,€2.466.819.00,€0,,,,,,,,30.0
William Carvalho,Real_Betis,La_Liga,30.0,30.0,30.0,33.0,"Portugal, Angola","1,87m",right,€2.000.000,"Jun 30, 2026",Defensive Midfield,€2.350.000.00,€120.000.000,,,,,,,,30.0
Mateo Flores,Real_Betis,La_Liga,30.0,30.0,30.0,21.0,Spain,"1,78m",left,€1.000.000,"Jun 30, 2029",Central Midfield,€160.000.00,€0,,,,,,,,30.0
Harrison Reed,Fulham,EPL,30.0,30.0,30.0,30.0,England,"1,81m",right,€7.000.000,"Jun 30, 2027",Central Midfield,€3.083.523.00,€0,,,,,,,,30.0
Tom Cairney,Fulham,EPL,30.0,30.0,30.0,34.0,"Scotland, England","1,85m",left,€2.000.000,"Jun 30, 2025",Central Midfield,€1.850.114.00,€0,,,,,,,,30.0
Manu Bueno,Sevilla,La_Liga,30.0,30.0,30.0,20.0,Spain,"1,78m",left,€1.500.000,"Jun 30, 2026",Central Midfield,€180.000.00,€0,,,,,,,,30.0
Tyler Morton,Liverpool,EPL,30.0,30.0,30.0,22.0,England,"1,85m",right,€8.000.000,-,Defensive Midfield,€493.364.00,€0,,,,,,,,30.0
Massimo Luongo,Ipswich_Town,EPL,30.0,30.0,30.0,32.0,"Australia, Italy","1,76m",right,€0,"Jun 30, 2025",Central Midfield,,,,,,,,,,30.0
Arsen Zakharyan,Real_Sociedad,La_Liga,30.0,30.0,30.0,21.0,Russia,"1,83m",right,€15.000.000,"Jun 30, 2029",Attacking Midfield,€750.000.00,€0,,,,,,,,30.0
Roberto López,Leganes,La_Liga,30.0,30.0,30.0,25.0,Spain,"1,79m",left,€1.500.000,"Jun 30, 2027",Attacking Midfield,,,,,,,,,,30.0
Julián Chicco,Leganes,La_Liga,30.0,30.0,30.0,27.0,"Argentina, Italy","1,87m",right,€0,"Jun 30, 2025",Defensive Midfield,,,,,,,,,,30.0
Lamare Bogarde,Aston_Villa,EPL,30.0,30.0,30.0,21.0,"Netherlands, Suriname","1,85m",right,€5.000.000,-,Defensive Midfield,,,,,,,,,,30.0
Kaden Rodney,Crystal_Palace,EPL,30.0,30.0,30.0,20.0,England,-,right,€0,-,Defensive Midfield,,,,,,,,,,30.0
Wataru Endo,Liverpool,EPL,30.0,30.0,30.0,32.0,Japan,"1,78m",right,€10.000.000,"Jun 30, 2027",Defensive Midfield,€3.083.523.00,€0,,,,,,,,30.0
Carlos Alcaraz,Everton,EPL,30.0,30.0,30.0,22.0,Argentina,"1,76m",right,€14.000.000,"Jun 30, 2025",Central Midfield,€1.233.409.00,€0,,,,,,,,30.0
Kevin Zeroli,Monza,Serie_A,30.0,30.0,30.0,20.0,"Italy, Nigeria","1,87m",right,€3.500.000,"Jun 30, 2025",Central Midfield,€280.000.00,€0,,,,,,,,30.0
Eric da Silva Moreira,Nottingham_Forest,EPL,30.0,30.0,30.0,19.0,"Germany, Portugal","1,85m",right,€1.000.000,"Jun 30, 2028",Right Midfield,,,,,,,,,,30.0
Yunus Emre Konak,Brentford,EPL,30.0,30.0,30.0,19.0,Türkiye,"1,81m",right,€4.500.000,"Jun 30, 2029",Defensive Midfield,€925.057.00,€0,,,,,,,,30.0
Mathis Amougou,Chelsea,EPL,30.0,30.0,30.0,19.0,"France, Cameroon","1,77m",right,€10.000.000,"Jun 30, 2033",Central Midfield,,,,,,,,,,30.0
Kiernan Dewsbury-Hall,Chelsea,EPL,30.0,30.0,30.0,26.0,England,"1,76m",left,€22.000.000,"Jun 30, 2029",Central Midfield,€4.933.637.00,€0,,,,,,,,30.0
James Ward-Prowse,Nottingham_Forest,EPL,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Danilo,Nottingham_Forest,EPL,30.0,30.0,30.0,24.0,Brazil,"1,77m",left,€28.000.000,"Jun 30, 2029",Defensive Midfield,,,,,,,,,,30.0
Ibrahim Sangaré,Nottingham_Forest,EPL,30.0,30.0,30.0,27.0,Cote d'Ivoire,"1,91m",right,€28.000.000,"Jun 30, 2028",Defensive Midfield,,,,,,,,,,30.0
Carlos Alcaraz,Southampton,EPL,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Toby Collyer,Manchester_United,EPL,30.0,30.0,30.0,21.0,England,"1,80m",right,€5.000.000,"Jun 30, 2027",Defensive Midfield,,,,,,,,,,30.0
Adam Lallana,Southampton,EPL,30.0,30.0,30.0,36.0,England,"1,72m",both,€0,"Jun 30, 2025",Attacking Midfield,€2.775.171.00,€0,,,,,,,,30.0
Diego Gómez,Brighton_and_Hove_Albion,EPL,30.0,30.0,30.0,22.0,Paraguay,"1,85m",right,€13.000.000,-,Central Midfield,€1.541.762.00,€0,,,,,,,,30.0
James Milner,Brighton_and_Hove_Albion,EPL,30.0,30.0,30.0,39.0,England,"1,75m",right,€1.000.000,"Jun 30, 2025",Central Midfield,€3.700.228.00,€0,,,,,,,,30.0
Julio Enciso,Brighton_and_Hove_Albion,EPL,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Lewis Miley,Newcastle_United,EPL,30.0,30.0,30.0,19.0,England,"1,89m",right,€22.000.000,"Jun 30, 2029",Central Midfield,€308.352.00,€0,,,,,,,,30.0
Mason Mount,Manchester_United,EPL,30.0,30.0,30.0,26.0,England,"1,81m",right,€28.000.000,"Jun 30, 2028",Attacking Midfield,,,,,,,,,,30.0
Hugo Guillamón,Valencia,La_Liga,30.0,30.0,30.0,25.0,Spain,"1,78m",right,€5.000.000,"Jun 30, 2026",Defensive Midfield,€1.920.000.00,€50.000.000,,,,,,,,30.0
Martín Tejón,Valencia,La_Liga,30.0,30.0,30.0,21.0,Spain,"1,65m",right,€0,"Jun 30, 2026",Attacking Midfield,,,,,,,,,,30.0
Matheus França,Crystal_Palace,EPL,30.0,30.0,30.0,21.0,Brazil,"1,84m",right,€10.000.000,"Jun 30, 2028",Attacking Midfield,,,,,,,,,,30.0
Xaver Schlager,RB_Leipzig,Bundesliga,30.0,30.0,30.0,27.0,Austria,"1,74m",left,€18.000.000,"Jun 30, 2026",Central Midfield,€4.000.000.00,€0,,,,,,,,30.0
Jonas Hofmann,Bayer_Leverkusen,Bundesliga,30.0,30.0,30.0,32.0,Germany,"1,76m",right,€3.000.000,"Jun 30, 2027",Attacking Midfield,,,,,,,,,,30.0
Gaetano Castrovilli,Lazio,Serie_A,30.0,30.0,30.0,,,,,,,,€1.850.000.00,€0,,,,,,,,30.0
Reda Belahyane,Lazio,Serie_A,30.0,30.0,30.0,20.0,"Morocco, France","1,73m",right,€10.000.000,"Jun 30, 2029",Defensive Midfield,€1.480.000.00,€0,,,,,,,,30.0
Yannik Keitel,Stuttgart,Bundesliga,30.0,30.0,30.0,25.0,Germany,"1,86m",both,€3.500.000,"Jun 30, 2028",Defensive Midfield,€750.000.00,€0,,,,,,,,30.0
Frans Krätzig,Stuttgart,Bundesliga,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Leonardo Colombo,Monza,Serie_A,30.0,30.0,30.0,19.0,Italy,"1,75m",right,€0,"Jun 30, 2027",Defensive Midfield,,,,,,,,,,30.0
Viggo Gebel,RB_Leipzig,Bundesliga,30.0,30.0,30.0,17.0,Germany,"1,75m",,€0,-,Attacking Midfield,€190.000.00,€0,,,,,,,,30.0
Justin Devenny,Crystal_Palace,EPL,30.0,30.0,30.0,21.0,"Northern Ireland, Scotland","1,84m",left,€3.000.000,"Jun 30, 2027",Central Midfield,,,,,,,,,,30.0
Roberto Gagliardini,Monza,Serie_A,30.0,30.0,30.0,31.0,Italy,"1,88m",right,€2.000.000,"Jun 30, 2025",Central Midfield,€2.780.000.00,€0,,,,,,,,30.0
James Sands,St_Pauli,Bundesliga,30.0,30.0,30.0,24.0,United States,"1,86m",right,€3.000.000,"Jun 30, 2025",Defensive Midfield,€950.000.00,€0,,,,,,,,30.0
Robert Wagner,St_Pauli,Bundesliga,30.0,30.0,30.0,21.0,Germany,"1,81m",right,€3.000.000,"Jun 30, 2025",Central Midfield,€140.000.00,€0,,,,,,,,30.0
Connor Metcalfe,St_Pauli,Bundesliga,30.0,30.0,30.0,25.0,Australia,"1,83m",left,€2.500.000,-,Central Midfield,€570.000.00,€0,,,,,,,,30.0
Erik Ahlstrand,St_Pauli,Bundesliga,30.0,30.0,30.0,23.0,Sweden,"1,84m",,€0,-,Central Midfield,€480.000.00,€0,,,,,,,,30.0
Stefano Sensi,Monza,Serie_A,30.0,30.0,30.0,29.0,Italy,"1,68m",right,€1.500.000,"Jun 30, 2025",Central Midfield,€1.850.000.00,€0,,,,,,,,30.0
Toma Bašić,Lazio,Serie_A,30.0,30.0,30.0,28.0,Croatia,"1,90m",left,€1.000.000,"Jun 30, 2026",Central Midfield,€2.050.000.00,€0,,,,,,,,30.0
Joni Montiel,Rayo_Vallecano,La_Liga,30.0,30.0,30.0,26.0,Spain,"1,73m",left,€0,"Jun 30, 2025",Attacking Midfield,€180.000.00,€0,,,,,,,,30.0
Danilo Cataldi,Lazio,Serie_A,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Douglas Luiz,Juventus,Serie_A,30.0,30.0,30.0,26.0,Brazil,"1,77m",right,€38.000.000,"Jun 30, 2029",Central Midfield,€8.330.000.00,€0,,,,,,,,30.0
Thomas Lemar,Atletico_Madrid,La_Liga,30.0,30.0,30.0,29.0,"France, Guadeloupe","1,71m",left,€5.000.000,"Jun 30, 2027",Attacking Midfield,€3.250.000.00,€0,,,,,,,,30.0
Vasilije Adžić,Juventus,Serie_A,30.0,30.0,30.0,18.0,Montenegro,"1,85m",right,€3.000.000,"Jun 30, 2029",Attacking Midfield,€740.000.00,€0,,,,,,,,30.0
Ramón Terrats,Villareal,La_Liga,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Justin Smith,Espanyol,La_Liga,30.0,30.0,30.0,22.0,"Canada, France","1,89m",right,€0,"Jun 30, 2026",Central Midfield,€210.000.00,€0,,,,,,,,30.0
Álvaro Aguado,Espanyol,La_Liga,30.0,30.0,30.0,29.0,Spain,"1,75m",right,€2.000.000,"Jun 30, 2025",Central Midfield,€940.000.00,€0,,,,,,,,30.0
Tommy Doyle,Wolverhampton_Wanderers,EPL,30.0,30.0,30.0,23.0,England,"1,72m",right,€10.000.000,"Jun 30, 2028",Central Midfield,€616.705.00,€0,,,,,,,,30.0
Boubacar Traoré,Wolverhampton_Wanderers,EPL,30.0,30.0,30.0,23.0,Mali,"1,83m",right,€6.000.000,"Jun 30, 2027",Defensive Midfield,€3.391.876.00,€0,,,,,,,,30.0
Florian Grillitsch,Valladolid,La_Liga,30.0,30.0,30.0,29.0,Austria,"1,87m",right,€3.000.000,"Jun 30, 2025",Defensive Midfield,€2.500.000.00,€0,,,,,,,,30.0
Marc Bernal,Barcelona,La_Liga,30.0,30.0,30.0,17.0,Spain,"1,91m",left,€5.000.000,"Jun 30, 2026",Defensive Midfield,€320.000.00,€20.000.000,,,,,,,,30.0
Pablo Torre,Barcelona,La_Liga,30.0,30.0,30.0,22.0,Spain,"1,73m",right,€7.500.000,"Jun 30, 2026",Attacking Midfield,€210.000.00,€100.000.000,,,,,,,,30.0
Cheick Doucouré,Crystal_Palace,EPL,30.0,30.0,30.0,25.0,Mali,"1,80m",right,€30.000.000,"Jun 30, 2029",Defensive Midfield,,,,,,,,,,30.0
Alberto Risco,Getafe,La_Liga,30.0,30.0,30.0,19.0,Spain,-,,€0,"Jun 30, 2026",Attacking Midfield,€120.000.00,€0,,,,,,,,30.0
Carles Aleñá,Getafe,La_Liga,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Cher Ndour,Fiorentina,Serie_A,30.0,30.0,30.0,20.0,"Italy, Senegal","1,90m",both,€5.000.000,"Jun 30, 2029",Central Midfield,€1.110.000.00,€0,,,,,,,,30.0
Nicolas Pays,Montpellier,Ligue_1,30.0,30.0,30.0,21.0,France,"1,77m",left,€0,-,Attacking Midfield,€120.000.00,€0,,,,,,,,30.0
Nicolò Zaniolo,Fiorentina,Serie_A,30.0,30.0,30.0,25.0,Italy,"1,90m",left,€16.000.000,"Jun 30, 2025",Attacking Midfield,€1.850.000.00,€0,,,,,,,,30.0
Salih Uçan,Beşiktaş,Süper_Lig,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Calvin Twigt,Go_Ahead_Eag,Eredivisie,30.0,30.0,30.0,22.0,Netherlands,"1,83m",right,€0,"Jun 30, 2028",Defensive Midfield,€200.000.00,€0,,,,,,,,30.0
Søren Tengstedt,Go_Ahead_Eag,Eredivisie,30.0,30.0,30.0,24.0,Denmark,"1,87m",left,€0,"Jun 30, 2027",Attacking Midfield,€220.000.00,€0,,,,,,,,30.0
Robbin Weijenberg,Go_Ahead_Eag,Eredivisie,30.0,30.0,30.0,20.0,Netherlands,"1,80m",right,€0,"Jun 30, 2025",Central Midfield,€90.000.00,€0,,,,,,,,30.0
Emmanuel Boateng,Konyaspor,Süper_Lig,30.0,30.0,30.0,27.0,Ghana,"1,75m",right,€0,"Jun 30, 2026",Central Midfield,€400.000.00,€0,,,,,,,,30.0
Morten Bjørlo,Konyaspor,Süper_Lig,30.0,30.0,30.0,29.0,Norway,"1,83m",right,€1.000.000,"Jun 30, 2027",Central Midfield,€450.000.00,€0,,,,,,,,30.0
Nicolas Haas,Empoli,Serie_A,30.0,30.0,30.0,29.0,Switzerland,"1,78m",right,€0,"Jun 30, 2025",Central Midfield,€1.670.000.00,€0,,,,,,,,30.0
Fahri Ay,Beşiktaş,Süper_Lig,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Youri Regeer,Ajax,Eredivisie,30.0,30.0,30.0,21.0,Netherlands,"1,77m",right,€6.000.000,"Jun 30, 2029",Central Midfield,€780.000.00,€0,,,,,,,,30.0
Yalçın Kayan,Göztepe,Süper_Lig,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Yaw Ackah,Kayserispor,Süper_Lig,30.0,30.0,30.0,25.0,Ghana,"1,75m",right,€0,"Jun 30, 2026",Defensive Midfield,€700.000.00,€0,,,,,,,,30.0
Atakan Müjde,Kasımpaşa,Süper_Lig,30.0,30.0,30.0,,,,,,,,€120.000.00,€0,,,,,,,,30.0
Yaman Suakar,Kasımpaşa,Süper_Lig,30.0,30.0,30.0,,,,,,,,€30.000.00,€0,,,,,,,,30.0
Nicola Zalewski,Internazionale,Serie_A,30.0,30.0,30.0,23.0,Poland,"1,75m",right,€10.000.000,"Jun 30, 2025",Left Midfield,€930.000.00,€0,,,,,,,,30.0
Dorukhan Toköz,Eyüpspor,Süper_Lig,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Szymon Żurkowski,Empoli,Serie_A,30.0,30.0,30.0,27.0,Poland,"1,85m",right,€2.500.000,"Jun 30, 2025",Central Midfield,€900.000.00,€0,,,,,,,,30.0
Jorthy Mokio,Ajax,Eredivisie,30.0,30.0,30.0,17.0,"Belgium, DR Congo","1,82m",left,€3.000.000,"Jun 30, 2027",Defensive Midfield,,,,,,,,,,30.0
Edan Diop,Monaco,Ligue_1,30.0,30.0,30.0,20.0,"France, Senegal","1,73m",right,€1.500.000,"Jun 30, 2028",Central Midfield,€570.000.00,€0,,,,,,,,30.0
Isaac Babadi,PSV_Eindhoven,Eredivisie,30.0,30.0,30.0,20.0,"Netherlands, Sierra Leone","1,79m",right,€4.000.000,"Jun 30, 2028",Attacking Midfield,€390.000.00,€0,,,,,,,,30.0
Antoine Bernede,Hellas_Verona,Serie_A,30.0,30.0,30.0,25.0,"France, Cameroon","1,78m",right,€3.500.000,"Jun 30, 2025",Central Midfield,€610.000.00,€0,,,,,,,,30.0
Gijs Besselink,Twente,Eredivisie,30.0,30.0,30.0,20.0,Netherlands,"1,80m",right,€0,"Jun 30, 2026",Central Midfield,€150.000.00,€0,,,,,,,,30.0
Arno Verschueren,Twente,Eredivisie,30.0,30.0,30.0,28.0,Belgium,"1,85m",right,€2.000.000,"Jun 30, 2028",Attacking Midfield,€400.000.00,€0,,,,,,,,30.0
Gjivai Zechiël,Feyenoord,Eredivisie,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Oussama Targhalline,Feyenoord,Eredivisie,30.0,30.0,30.0,22.0,Morocco,"1,86m",right,€4.000.000,"Jun 30, 2028",Defensive Midfield,€880.000.00,€0,,,,,,,,30.0
Lars Mol,NAC_Breda,Eredivisie,30.0,30.0,30.0,20.0,Netherlands,"1,85m",right,€0,"Jun 30, 2026",Defensive Midfield,€60.000.00,€0,,,,,,,,30.0
Tygo Land,PSV_Eindhoven,Eredivisie,30.0,30.0,30.0,19.0,Netherlands,"1,78m",right,€3.000.000,"Jun 30, 2029",Central Midfield,€390.000.00,€0,,,,,,,,30.0
Teun Gijselhart,Zwolle,Eredivisie,30.0,30.0,30.0,20.0,Netherlands,"1,76m",right,€0,"Jun 30, 2026",Central Midfield,€70.000.00,€0,,,,,,,,30.0
Dani Mathieu,Willem_II,Eredivisie,30.0,30.0,30.0,24.0,Netherlands,"1,76m",right,€0,"Jun 30, 2026",Attacking Midfield,€90.000.00,€0,,,,,,,,30.0
David van der Werff,Groningen,Eredivisie,30.0,30.0,30.0,20.0,Netherlands,"1,80m",right,€0,"Jun 30, 2026",Attacking Midfield,€70.000.00,€0,,,,,,,,30.0
Jonathan de Guzmán,Sparta_R'dam,Eredivisie,30.0,30.0,30.0,37.0,"Netherlands, Canada","1,73m",right,€0,"Jun 30, 2025",Defensive Midfield,€420.000.00,€0,,,,,,,,30.0
Hamza el Dahri,Sparta_R'dam,Eredivisie,30.0,30.0,30.0,20.0,"Netherlands, Morocco","1,77m",right,€0,"Jun 30, 2027",Central Midfield,€80.000.00,€0,,,,,,,,30.0
Melle Witteveen,Heerenveen,Eredivisie,30.0,30.0,30.0,21.0,Netherlands,"1,74m",right,€0,"Jun 30, 2025",Attacking Midfield,€90.000.00,€0,,,,,,,,30.0
Viktor Kovalenko,Empoli,Serie_A,30.0,30.0,30.0,29.0,Ukraine,"1,82m",right,€1.000.000,"Jun 30, 2025",Attacking Midfield,,,,,,,,,,30.0
Taras Stepanenko,Eyüpspor,Süper_Lig,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Recep Niyaz,Eyüpspor,Süper_Lig,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Hamza Akman,Eyüpspor,Süper_Lig,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Abdülkadir Ömür,Rizespor,Süper_Lig,30.0,30.0,30.0,25.0,Türkiye,"1,68m",left,€4.700.000,"Jun 30, 2025",Attacking Midfield,€2.160.000.00,€0,,,,,,,,30.0
Bilal Güven,BB_Bodrumspor,Süper_Lig,30.0,30.0,30.0,20.0,Türkiye,"1,72m",right,€0,"Jun 30, 2028",Central Midfield,€60.000.00,€0,,,,,,,,30.0
Furkan Soyalp,Gaziantep_FK,Süper_Lig,30.0,30.0,30.0,29.0,Türkiye,"1,75m",right,€0,"Jun 30, 2027",Central Midfield,€230.000.00,€0,,,,,,,,30.0
Umut Güneş,Trabzonspor,Süper_Lig,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Enis Bardhi,Trabzonspor,Süper_Lig,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Tim Jabol-Folcarelli,Trabzonspor,Süper_Lig,30.0,30.0,30.0,25.0,"France, Martinique","1,87m",right,€2.000.000,"Jun 30, 2029",Central Midfield,€580.000.00,€0,,,,,,,,30.0
Berkay Özcan,Rizespor,Süper_Lig,30.0,30.0,30.0,27.0,"Türkiye, Germany","1,78m",right,€2.500.000,"Jun 30, 2025",Central Midfield,€1.170.000.00,€0,,,,,,,,30.0
Muhamed Buljubasic,Rizespor,Süper_Lig,30.0,30.0,30.0,20.0,Bosnia-Herzegovina,"1,80m",right,€1.400.000,"Jun 30, 2028",Central Midfield,€70.000.00,€0,,,,,,,,30.0
Erdem Çalık,Eyüpspor,Süper_Lig,30.0,30.0,30.0,,,,,,,,,,,,,,,,,30.0
Enes Keskin,Alanyaspor,Süper_Lig,30.0,30.0,30.0,23.0,Türkiye,"1,85m",right,€0,"Jun 30, 2029",Central Midfield,€350.000.00,€0,,,,,,,,30.0
Buluthan Bulut,Alanyaspor,Süper_Lig,30.0,30.0,30.0,22.0,Türkiye,"1,75m",right,€0,"Jun 30, 2026",Central Midfield,€150.000.00,€0,,,,,,,,30.0
Eren Altıntaş,Alanyaspor,Süper_Lig,30.0,30.0,30.0,21.0,Türkiye,"1,84m",left,€0,"Jun 30, 2028",Attacking Midfield,€100.000.00,€0,,,,,,,,30.0
Oğuzhan Aksoy,Sivasspor,Süper_Lig,30.0,30.0,30.0,18.0,Türkiye,-,,€0,"Jun 30, 2027",Attacking Midfield,€50.000.00,€0,,,,,,,,30.0
Micah Burton,Austin,MLS,30.0,30.0,30.0,19.0,"United States, Cambodia","1,72m",right,€0,"Dec 31, 2027",Attacking Midfield,€63.024.00,€0,,,,,,,,30.0
Derrick Jones,Columbus_Crew,MLS,30.0,30.0,30.0,28.0,"United States, Ghana","1,90m",right,€0,"Dec 31, 2025",Central Midfield,€286.869.00,€0,,,,,,,,30.0
Mustafa Erdilman,BB_Bodrumspor,Süper_Lig,30.0,30.0,30.0,21.0,Türkiye,-,left,€0,"Jun 30, 2028",Central Midfield,€100.000.00,€0,,,,,,,,30.0
Tunahan Akpınar,BB_Bodrumspor,Süper_Lig,30.0,30.0,30.0,23.0,Türkiye,"1,78m",left,€0,"Jun 30, 2028",Central Midfield,€60.000.00,€0,,,,,,,,30.0
Enes Öğrüce,BB_Bodrumspor,Süper_Lig,30.0,30.0,30.0,18.0,Türkiye,"1,84m",right,€0,"Jun 30, 2027",Central Midfield,€50.000.00,€0,,,,,,,,30.0
Erkan Değişmez,BB_Bodrumspor,Süper_Lig,30.0,30.0,30.0,38.0,Türkiye,"1,80m",right,€0,"Jun 30, 2025",Defensive Midfield,€60.000.00,€0,,,,,,,,30.0
Abdoulaye Yoro,Başakşehir,Süper_Lig,30.0,30.0,30.0,18.0,Cote d'Ivoire,"1,75m",left,€0,"Jun 30, 2027",Attacking Midfield,,,,,,,,,,30.0
Matchoi Djaló,Başakşehir,Süper_Lig,30.0,30.0,30.0,22.0,"Portugal, Guinea-Bissau","1,80m",right,€1.000.000,"Jun 30, 2027",Attacking Midfield,€420.000.00,€0,,,,,,,,30.0
Umut Güneş,Başakşehir,Süper_Lig,30.0,30.0,30.0,25.0,"Türkiye, Germany","1,77m",left,€2.300.000,"Jun 30, 2028",Central Midfield,€1.000.000.00,€0,,,,,,,,30.0
Ali Yıldız,Hatayspor,Süper_Lig,30.0,30.0,30.0,18.0,Türkiye,-,right,€0,"Jun 30, 2028",Central Midfield,€130.000.00,€0,,,,,,,,30.0
Baran Sarka,Hatayspor,Süper_Lig,30.0,30.0,30.0,23.0,"Türkiye, Netherlands",-,right,€0,"Jun 30, 2027",Attacking Midfield,€150.000.00,€0,,,,,,,,30.0
Selimcan Temel,Hatayspor,Süper_Lig,30.0,30.0,30.0,24.0,Türkiye,"1,73m",both,€0,"Jun 30, 2026",Defensive Midfield,€30.000.00,€0,,,,,,,,30.0
Levent Mercan,Fenerbahçe,Süper_Lig,30.0,30.0,30.0,,,,,,,,€850.000.00,€0,,,,,,,,30.0
Flavien Tait,Samsunspor,Süper_Lig,30.0,30.0,30.0,32.0,France,"1,76m",right,€0,"Jun 30, 2026",Central Midfield,€1.330.000.00,€0,,,,,,,,30.0
Emre Uzun,Antalyaspor,Süper_Lig,30.0,30.0,30.0,19.0,"Türkiye, Germany","1,79m",left,€0,"Jun 30, 2025",Attacking Midfield,€80.000.00,€0,,,,,,,,30.0
Gökdeniz Gürpüz,Galatasaray,Süper_Lig,30.0,30.0,30.0,19.0,"Türkiye, Germany","1,78m",right,€0,"Jun 30, 2026",Central Midfield,€250.000.00,€0,,,,,,,,30.0
